epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
171,65048.6,0.06308,0.13007,0.00764,0.99879,0.99873,0.99493,0.99089,0.04483,0.108,0.00781,1.585e-05,1.585e-05,1.585e-05
172,65428.5,0.06253,0.1296,0.00764,0.99877,0.99876,0.99493,0.9909,0.04478,0.10789,0.00781,1.5355e-05,1.5355e-05,1.5355e-05
173,65807.2,0.06271,0.12974,0.00768,0.99874,0.99876,0.99494,0.9909,0.04473,0.10781,0.00779,1.486e-05,1.486e-05,1.486e-05
174,66186.9,0.06223,0.12964,0.00757,0.99877,0.99876,0.99494,0.99091,0.04465,0.10763,0.00778,1.4365e-05,1.4365e-05,1.4365e-05
175,66566,0.062,0.1287,0.00761,0.9988,0.99873,0.99494,0.99092,0.04459,0.10746,0.00777,1.387e-05,1.387e-05,1.387e-05
176,66943.8,0.06225,0.12897,0.00764,0.9988,0.99873,0.99493,0.99092,0.04453,0.10742,0.00776,1.3375e-05,1.3375e-05,1.3375e-05
177,67324.2,0.06203,0.12922,0.00751,0.9988,0.99871,0.99494,0.99093,0.04445,0.10728,0.00775,1.288e-05,1.288e-05,1.288e-05
178,67704.3,0.06228,0.12892,0.00758,0.99879,0.99873,0.99494,0.99094,0.0444,0.10714,0.00774,1.2385e-05,1.2385e-05,1.2385e-05
179,68083.8,0.06139,0.12773,0.0075,0.9988,0.99873,0.99494,0.99094,0.04435,0.10702,0.00773,1.189e-05,1.189e-05,1.189e-05
180,68464.3,0.06164,0.12751,0.00759,0.99879,0.99872,0.99494,0.99095,0.04429,0.10692,0.00772,1.1395e-05,1.1395e-05,1.1395e-05
181,68844.4,0.06201,0.12823,0.00755,0.99878,0.99873,0.99493,0.99094,0.04423,0.10681,0.0077,1.09e-05,1.09e-05,1.09e-05
182,69223.8,0.06185,0.12837,0.00747,0.99878,0.99872,0.99494,0.99097,0.04417,0.10668,0.00769,1.0405e-05,1.0405e-05,1.0405e-05
183,69603.7,0.06058,0.12649,0.00731,0.99879,0.99872,0.99494,0.99097,0.04409,0.10654,0.00768,9.91e-06,9.91e-06,9.91e-06
184,69982.5,0.06045,0.12614,0.00737,0.99879,0.99873,0.99494,0.99097,0.04399,0.10653,0.00765,9.415e-06,9.415e-06,9.415e-06
185,70362.3,0.06108,0.1272,0.00737,0.99878,0.99874,0.99494,0.99098,0.04398,0.10642,0.00766,8.92e-06,8.92e-06,8.92e-06
186,70741.8,0.06098,0.12673,0.00737,0.99878,0.99871,0.99493,0.99098,0.04391,0.10634,0.00765,8.425e-06,8.425e-06,8.425e-06
187,71121.5,0.06055,0.12576,0.00734,0.99879,0.99872,0.99494,0.99099,0.04387,0.10622,0.00764,7.93e-06,7.93e-06,7.93e-06
188,71501.3,0.06062,0.12618,0.00738,0.99879,0.99872,0.99494,0.99099,0.04382,0.10615,0.00762,7.435e-06,7.435e-06,7.435e-06
189,71879.8,0.06014,0.12565,0.00737,0.9988,0.99871,0.99493,0.99099,0.04375,0.10602,0.00761,6.94e-06,6.94e-06,6.94e-06
190,72258.8,0.06051,0.12637,0.00736,0.99879,0.99873,0.99494,0.99101,0.0437,0.10592,0.0076,6.445e-06,6.445e-06,6.445e-06
191,72611.4,0.04744,0.10811,0.00715,0.99878,0.99872,0.99494,0.99101,0.04361,0.1058,0.00758,5.95e-06,5.95e-06,5.95e-06
192,72963,0.04625,0.10583,0.00684,0.99878,0.99873,0.99494,0.99115,0.04353,0.1057,0.00757,5.455e-06,5.455e-06,5.455e-06
193,73314.5,0.0458,0.10463,0.00687,0.99879,0.99871,0.99494,0.99123,0.04347,0.10559,0.00755,4.96e-06,4.96e-06,4.96e-06
194,73665.8,0.04538,0.1042,0.00672,0.99879,0.99872,0.99494,0.99143,0.04339,0.10543,0.00754,4.465e-06,4.465e-06,4.465e-06
195,74017.3,0.04488,0.10334,0.00666,0.99878,0.99871,0.99494,0.99144,0.04332,0.10525,0.00753,3.97e-06,3.97e-06,3.97e-06
196,74368.7,0.04465,0.10289,0.00656,0.99876,0.9987,0.99494,0.99144,0.04325,0.10513,0.00751,3.475e-06,3.475e-06,3.475e-06
197,74720,0.04452,0.10279,0.00652,0.99879,0.9987,0.99494,0.99144,0.04319,0.10498,0.0075,2.98e-06,2.98e-06,2.98e-06
198,75072.1,0.04438,0.10242,0.00654,0.99879,0.9987,0.99494,0.99145,0.04311,0.10485,0.00749,2.485e-06,2.485e-06,2.485e-06
199,75424.3,0.04427,0.1021,0.00651,0.99876,0.99873,0.99494,0.99146,0.04305,0.10473,0.00748,1.99e-06,1.99e-06,1.99e-06
200,75776.1,0.04415,0.10194,0.00639,0.99877,0.99871,0.99494,0.99146,0.04298,0.10456,0.00746,1.495e-06,1.495e-06,1.495e-06
