epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,12228.2,0.27918,0.19197,0.79352,0.9985,0.99855,0.9945,0.98754,0.19048,0.15493,0.75548,0.000892,0.000892,0.000892
186,12293.9,0.27775,0.19147,0.79281,0.9985,0.99855,0.9945,0.98756,0.19046,0.15502,0.75546,0.0008425,0.0008425,0.0008425
187,12359.5,0.27576,0.19074,0.79245,0.9985,0.99855,0.9945,0.9876,0.19029,0.15483,0.75544,0.000793,0.000793,0.000793
188,12425.6,0.27553,0.19045,0.7931,0.99851,0.99854,0.9945,0.9876,0.19027,0.15484,0.75545,0.0007435,0.0007435,0.0007435
189,12491.7,0.27421,0.18929,0.79289,0.99851,0.99854,0.9945,0.98763,0.19022,0.15499,0.75543,0.000694,0.000694,0.000694
190,12557.8,0.27486,0.19067,0.79282,0.99851,0.99855,0.9945,0.98767,0.19018,0.15503,0.75541,0.0006445,0.0006445,0.0006445
191,12620.6,0.23677,0.16721,0.78355,0.99851,0.99854,0.99451,0.98771,0.18985,0.15502,0.75536,0.000595,0.000595,0.000595
192,12682.3,0.22856,0.16312,0.78236,0.99851,0.99854,0.99451,0.98776,0.18953,0.15494,0.75529,0.0005455,0.0005455,0.0005455
193,12744.8,0.22514,0.16208,0.7812,0.99852,0.99855,0.99451,0.98777,0.18935,0.15491,0.75524,0.000496,0.000496,0.000496
194,12807.7,0.22382,0.16131,0.78088,0.99852,0.99854,0.99452,0.98783,0.18909,0.1547,0.75521,0.0004465,0.0004465,0.0004465
195,12869.3,0.22026,0.15956,0.78077,0.99852,0.99854,0.99452,0.98787,0.18892,0.15466,0.75517,0.000397,0.000397,0.000397
196,12932,0.21886,0.15771,0.77958,0.99854,0.99854,0.99452,0.98792,0.18863,0.15441,0.75513,0.0003475,0.0003475,0.0003475
197,12994.2,0.21731,0.15753,0.78004,0.99855,0.99854,0.99452,0.98796,0.18841,0.15438,0.75507,0.000298,0.000298,0.000298
198,13056.6,0.21704,0.1576,0.77979,0.99855,0.99854,0.99452,0.98797,0.18818,0.15429,0.75502,0.0002485,0.0002485,0.0002485
199,13119.7,0.21537,0.15704,0.7798,0.99856,0.99854,0.99452,0.98803,0.18807,0.15427,0.75498,0.000199,0.000199,0.000199
200,13181.6,0.21429,0.15676,0.77908,0.99855,0.99854,0.99453,0.98807,0.188,0.15429,0.75493,0.0001495,0.0001495,0.0001495
