epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,3792.89,0.61658,0.37563,0.80916,0.94437,0.90828,0.94632,0.8266,0.4584,0.32481,0.79441,0.0081982,0.0081982,0.0081982
184,3814,0.61434,0.37469,0.80962,0.94283,0.91022,0.94703,0.8266,0.45995,0.32414,0.79435,0.0081883,0.0081883,0.0081883
185,3834.58,0.6136,0.37253,0.8089,0.94181,0.91123,0.94791,0.82744,0.45944,0.32424,0.79384,0.0081784,0.0081784,0.0081784
186,3856.15,0.6171,0.37345,0.80912,0.94422,0.9074,0.94821,0.82937,0.45687,0.32299,0.79343,0.0081685,0.0081685,0.0081685
187,3877.03,0.61199,0.37366,0.80907,0.94514,0.90815,0.94769,0.82866,0.4554,0.32321,0.7935,0.0081586,0.0081586,0.0081586
188,3897.35,0.61365,0.37171,0.809,0.94326,0.90781,0.94737,0.82715,0.45894,0.32334,0.794,0.0081487,0.0081487,0.0081487
189,3917.72,0.61511,0.37375,0.80814,0.9429,0.90878,0.94737,0.82759,0.45825,0.32283,0.79401,0.0081388,0.0081388,0.0081388
190,3938.06,0.61534,0.37455,0.8088,0.9421,0.91009,0.94772,0.82814,0.45765,0.32298,0.79347,0.0081289,0.0081289,0.0081289
191,3958.38,0.60799,0.37304,0.80849,0.94229,0.91022,0.94787,0.82826,0.45945,0.32342,0.79362,0.008119,0.008119,0.008119
192,3979.01,0.61306,0.37408,0.80817,0.94524,0.90762,0.94775,0.83021,0.45541,0.32256,0.79338,0.0081091,0.0081091,0.0081091
193,3999.36,0.61454,0.37276,0.80774,0.94476,0.90831,0.94753,0.8278,0.45762,0.32298,0.79369,0.0080992,0.0080992,0.0080992
194,4019.78,0.60877,0.37071,0.80752,0.9432,0.90736,0.94573,0.82547,0.45913,0.3238,0.79351,0.0080893,0.0080893,0.0080893
195,4040.62,0.61426,0.37273,0.80879,0.94544,0.90743,0.94629,0.82684,0.45608,0.32306,0.79335,0.0080794,0.0080794,0.0080794
196,4061.38,0.60826,0.37286,0.80816,0.94256,0.90892,0.94658,0.82804,0.45575,0.32348,0.79321,0.0080695,0.0080695,0.0080695
197,4081.75,0.60597,0.36971,0.80836,0.94454,0.90758,0.9472,0.82881,0.45599,0.322,0.79327,0.0080596,0.0080596,0.0080596
198,4102.64,0.60894,0.37149,0.80815,0.94377,0.90878,0.94724,0.82895,0.45387,0.32146,0.79302,0.0080497,0.0080497,0.0080497
199,4123.26,0.60531,0.37191,0.8081,0.94533,0.9087,0.94686,0.82825,0.45629,0.32365,0.79314,0.0080398,0.0080398,0.0080398
200,4143.66,0.60835,0.36889,0.80734,0.94225,0.90983,0.94693,0.82857,0.45318,0.32147,0.79321,0.0080299,0.0080299,0.0080299
201,4164.32,0.60568,0.36968,0.80729,0.94271,0.91006,0.94726,0.82883,0.45427,0.32134,0.79331,0.00802,0.00802,0.00802
202,4184.57,0.5986,0.37035,0.80809,0.94768,0.90654,0.94735,0.82957,0.45363,0.32142,0.79333,0.0080101,0.0080101,0.0080101
203,4206.39,0.61042,0.3733,0.80843,0.94726,0.90746,0.94746,0.8291,0.45423,0.3207,0.79363,0.0080002,0.0080002,0.0080002
204,4226.92,0.60387,0.36763,0.80692,0.94679,0.9087,0.94781,0.82923,0.4531,0.32056,0.79332,0.0079903,0.0079903,0.0079903
205,4247.85,0.60031,0.36934,0.80699,0.94636,0.90857,0.94797,0.8302,0.45405,0.32159,0.79318,0.0079804,0.0079804,0.0079804
206,4268.92,0.60249,0.36789,0.8081,0.94524,0.90981,0.94744,0.82914,0.45591,0.32147,0.79305,0.0079705,0.0079705,0.0079705
207,4289.29,0.60207,0.37075,0.80712,0.94427,0.90917,0.94651,0.82802,0.45527,0.32146,0.79343,0.0079606,0.0079606,0.0079606
208,4310.09,0.60551,0.36828,0.80775,0.94394,0.90809,0.94613,0.82713,0.45505,0.32284,0.79328,0.0079507,0.0079507,0.0079507
209,4331.19,0.60234,0.36601,0.80714,0.9425,0.90882,0.94605,0.82792,0.45488,0.32195,0.79318,0.0079408,0.0079408,0.0079408
210,4351.51,0.60488,0.36848,0.80725,0.94436,0.90851,0.94694,0.82925,0.45309,0.32036,0.79315,0.0079309,0.0079309,0.0079309
211,4372.82,0.60344,0.36673,0.80657,0.94463,0.90939,0.94744,0.82964,0.45084,0.3199,0.79237,0.007921,0.007921,0.007921
212,4393.92,0.60473,0.36941,0.80774,0.9431,0.911,0.94693,0.82911,0.45157,0.32049,0.79267,0.0079111,0.0079111,0.0079111
213,4414.36,0.60662,0.36599,0.80726,0.94171,0.91163,0.94746,0.83052,0.45136,0.32023,0.79269,0.0079012,0.0079012,0.0079012
214,4434.74,0.60112,0.36811,0.80789,0.94303,0.91038,0.9487,0.83218,0.4511,0.31956,0.79259,0.0078913,0.0078913,0.0078913
215,4455.71,0.60304,0.36662,0.80721,0.9454,0.9094,0.94793,0.83181,0.4504,0.31823,0.79259,0.0078814,0.0078814,0.0078814
216,4476.79,0.60791,0.36539,0.80716,0.944,0.90828,0.94777,0.83042,0.45283,0.31931,0.79301,0.0078715,0.0078715,0.0078715
217,4497.5,0.60182,0.36655,0.80717,0.94483,0.90767,0.94784,0.83108,0.45081,0.31834,0.79242,0.0078616,0.0078616,0.0078616
218,4518.67,0.59767,0.36509,0.80736,0.94454,0.90904,0.9472,0.83061,0.44976,0.31844,0.79225,0.0078517,0.0078517,0.0078517
219,4538.74,0.60569,0.36738,0.80727,0.94653,0.90729,0.94792,0.83219,0.44912,0.31756,0.79255,0.0078418,0.0078418,0.0078418
220,4559.2,0.596,0.36587,0.80719,0.94691,0.9073,0.94785,0.83172,0.44922,0.31704,0.79219,0.0078319,0.0078319,0.0078319
221,4579.95,0.60006,0.36585,0.80657,0.94658,0.9082,0.94833,0.832,0.45048,0.31802,0.79236,0.007822,0.007822,0.007822
222,4600.49,0.59883,0.36616,0.807,0.94555,0.91025,0.94797,0.83168,0.4503,0.31757,0.79244,0.0078121,0.0078121,0.0078121
223,4621.89,0.60037,0.3659,0.80733,0.94388,0.91019,0.94793,0.83145,0.45091,0.31846,0.79238,0.0078022,0.0078022,0.0078022
224,4642.12,0.60393,0.36482,0.807,0.94606,0.90787,0.94771,0.83002,0.45195,0.31863,0.79279,0.0077923,0.0077923,0.0077923
225,4662.61,0.60167,0.36672,0.80643,0.94592,0.90761,0.94824,0.83301,0.44796,0.31674,0.79252,0.0077824,0.0077824,0.0077824
226,4683.08,0.59652,0.36377,0.80695,0.94531,0.90901,0.94834,0.83272,0.44598,0.31584,0.79228,0.0077725,0.0077725,0.0077725
227,4703.67,0.5983,0.36592,0.80671,0.94543,0.90933,0.94818,0.83183,0.44913,0.31724,0.79222,0.0077626,0.0077626,0.0077626
228,4724.17,0.60036,0.36589,0.80713,0.94428,0.90958,0.94835,0.8322,0.44761,0.31627,0.79236,0.0077527,0.0077527,0.0077527
229,4746.16,0.59681,0.36336,0.80655,0.94465,0.90977,0.94842,0.83211,0.44725,0.31489,0.79251,0.0077428,0.0077428,0.0077428
230,4767.14,0.59522,0.36536,0.80591,0.94581,0.90945,0.94847,0.83258,0.44777,0.31579,0.79243,0.0077329,0.0077329,0.0077329
231,4788.33,0.59665,0.36586,0.8067,0.94626,0.90755,0.94809,0.83286,0.44612,0.3159,0.79238,0.007723,0.007723,0.007723
232,4808.7,0.59302,0.36152,0.80622,0.94505,0.91006,0.94809,0.8332,0.44609,0.31604,0.79224,0.0077131,0.0077131,0.0077131
233,4829.28,0.5922,0.36166,0.80692,0.94715,0.90781,0.94844,0.83361,0.44539,0.31551,0.79223,0.0077032,0.0077032,0.0077032
234,4849.71,0.59514,0.36252,0.80648,0.94663,0.90806,0.94844,0.83339,0.44632,0.31731,0.79241,0.0076933,0.0076933,0.0076933
235,4870.59,0.59972,0.36647,0.80654,0.94666,0.90755,0.94781,0.83304,0.44642,0.31815,0.79217,0.0076834,0.0076834,0.0076834
236,4891.86,0.59988,0.36324,0.80605,0.94757,0.90619,0.94761,0.83273,0.44693,0.31887,0.79217,0.0076735,0.0076735,0.0076735
237,4912.52,0.59561,0.36188,0.80694,0.94696,0.90517,0.9477,0.83243,0.44745,0.31879,0.79236,0.0076636,0.0076636,0.0076636
238,4933.29,0.59332,0.3618,0.80647,0.94593,0.90782,0.94835,0.83402,0.44539,0.31649,0.79231,0.0076537,0.0076537,0.0076537
239,4954.36,0.59032,0.3604,0.80682,0.94508,0.90869,0.94825,0.83431,0.44489,0.31614,0.79202,0.0076438,0.0076438,0.0076438
240,4975.17,0.59415,0.36042,0.80582,0.94385,0.91067,0.94789,0.83424,0.44444,0.31519,0.79194,0.0076339,0.0076339,0.0076339
241,4995.5,0.58532,0.35874,0.80614,0.94352,0.91035,0.94781,0.83403,0.44388,0.31442,0.79166,0.007624,0.007624,0.007624
242,5016.43,0.59571,0.36247,0.80567,0.946,0.90901,0.94786,0.83427,0.44465,0.31572,0.79159,0.0076141,0.0076141,0.0076141
243,5037.37,0.59162,0.35871,0.80595,0.94424,0.90977,0.94766,0.83406,0.44433,0.31646,0.79169,0.0076042,0.0076042,0.0076042
244,5058.07,0.58888,0.35937,0.80565,0.94607,0.90939,0.94848,0.83543,0.44246,0.31465,0.7914,0.0075943,0.0075943,0.0075943
245,5078.75,0.5973,0.36184,0.8062,0.94568,0.9088,0.94811,0.83486,0.44282,0.31483,0.79146,0.0075844,0.0075844,0.0075844
246,5099.03,0.59361,0.36142,0.80532,0.9467,0.90924,0.94808,0.83415,0.4449,0.31556,0.79175,0.0075745,0.0075745,0.0075745
247,5120.16,0.59407,0.36125,0.80648,0.94518,0.91149,0.94869,0.83492,0.44325,0.31438,0.79146,0.0075646,0.0075646,0.0075646
248,5140.71,0.59069,0.36122,0.80617,0.94671,0.91049,0.94893,0.83524,0.44247,0.31405,0.79144,0.0075547,0.0075547,0.0075547
249,5160.5,0.58217,0.35908,0.8056,0.94801,0.91092,0.94996,0.83472,0.44382,0.31392,0.79156,0.0075448,0.0075448,0.0075448
250,5180.88,0.58943,0.361,0.80651,0.94537,0.9107,0.94842,0.8344,0.44288,0.3145,0.79149,0.0075349,0.0075349,0.0075349
251,5201.28,0.58687,0.35961,0.80543,0.94626,0.90927,0.94751,0.83395,0.44182,0.3149,0.79164,0.007525,0.007525,0.007525
252,5221.98,0.58801,0.35723,0.80571,0.94501,0.91026,0.94745,0.83413,0.44076,0.31439,0.79145,0.0075151,0.0075151,0.0075151
253,5242.86,0.59418,0.36124,0.80611,0.94379,0.91117,0.94818,0.83464,0.44127,0.3136,0.79162,0.0075052,0.0075052,0.0075052
254,5263.61,0.59238,0.36069,0.8062,0.94499,0.91054,0.94899,0.83512,0.43984,0.31243,0.7912,0.0074953,0.0074953,0.0074953
255,5283.89,0.58924,0.35991,0.80542,0.94669,0.91019,0.94954,0.83629,0.43936,0.31157,0.79127,0.0074854,0.0074854,0.0074854
256,5304.18,0.58661,0.35873,0.80467,0.94689,0.91104,0.94957,0.83559,0.43939,0.31149,0.7915,0.0074755,0.0074755,0.0074755
257,5324.72,0.58321,0.36135,0.80658,0.94697,0.91023,0.94895,0.83525,0.43843,0.31273,0.79154,0.0074656,0.0074656,0.0074656
258,5345.46,0.59279,0.36122,0.80611,0.9447,0.91024,0.94845,0.83555,0.43793,0.31325,0.7915,0.0074557,0.0074557,0.0074557
259,5365.89,0.59367,0.35894,0.80551,0.94651,0.91023,0.94962,0.83551,0.43942,0.31263,0.79159,0.0074458,0.0074458,0.0074458
260,5386.35,0.58517,0.35956,0.80616,0.94687,0.91124,0.94989,0.83626,0.4375,0.3112,0.79113,0.0074359,0.0074359,0.0074359
261,5407.16,0.59286,0.36215,0.80564,0.9471,0.91035,0.94885,0.8361,0.43775,0.3127,0.79099,0.007426,0.007426,0.007426
262,5427.75,0.58752,0.36018,0.80541,0.94661,0.91174,0.94955,0.83602,0.43895,0.31257,0.79108,0.0074161,0.0074161,0.0074161
263,5448.33,0.58018,0.3559,0.80552,0.94748,0.91101,0.94936,0.83526,0.43984,0.31278,0.7912,0.0074062,0.0074062,0.0074062
264,5469.52,0.58407,0.35699,0.80551,0.94717,0.91032,0.94803,0.83486,0.4385,0.31306,0.79103,0.0073963,0.0073963,0.0073963
265,5490.36,0.58627,0.35778,0.80554,0.9477,0.90987,0.94861,0.83575,0.43781,0.31263,0.79111,0.0073864,0.0073864,0.0073864
266,5510.6,0.58131,0.35534,0.80579,0.94609,0.91062,0.94927,0.8359,0.43741,0.31156,0.79107,0.0073765,0.0073765,0.0073765
267,5531.16,0.58479,0.35511,0.80618,0.94452,0.91193,0.94844,0.83632,0.43685,0.31178,0.79094,0.0073666,0.0073666,0.0073666
268,5551.92,0.5837,0.35627,0.80499,0.94423,0.9118,0.94818,0.83627,0.43664,0.3116,0.79105,0.0073567,0.0073567,0.0073567
269,5572.49,0.58755,0.35921,0.80585,0.945,0.91164,0.94916,0.83674,0.43675,0.31109,0.79138,0.0073468,0.0073468,0.0073468
270,5593.34,0.58453,0.35534,0.80475,0.94316,0.91288,0.94883,0.83601,0.4381,0.31176,0.79151,0.0073369,0.0073369,0.0073369
271,5614.41,0.58638,0.35685,0.80577,0.9431,0.91228,0.94863,0.83609,0.43743,0.31152,0.79133,0.007327,0.007327,0.007327
272,5635.42,0.58492,0.35603,0.80562,0.9444,0.91152,0.94867,0.83513,0.43857,0.31207,0.79149,0.0073171,0.0073171,0.0073171
273,5655.73,0.5793,0.35502,0.80534,0.94635,0.91031,0.9489,0.83573,0.43841,0.31202,0.79118,0.0073072,0.0073072,0.0073072
274,5676.16,0.58191,0.35795,0.80495,0.94383,0.91355,0.95034,0.8367,0.43683,0.31094,0.7908,0.0072973,0.0072973,0.0072973
275,5696.85,0.58387,0.35705,0.80564,0.94322,0.91356,0.95029,0.83658,0.43687,0.31008,0.79088,0.0072874,0.0072874,0.0072874
276,5718.56,0.58929,0.35709,0.80501,0.94611,0.91149,0.95041,0.83736,0.43668,0.30939,0.79087,0.0072775,0.0072775,0.0072775
277,5738.72,0.58215,0.35404,0.80438,0.94652,0.91164,0.95037,0.83748,0.43587,0.30928,0.79076,0.0072676,0.0072676,0.0072676
278,5760.05,0.58076,0.35548,0.80458,0.9465,0.9106,0.94917,0.83709,0.43641,0.30928,0.79082,0.0072577,0.0072577,0.0072577
279,5780.64,0.58229,0.35805,0.80463,0.94472,0.9107,0.9488,0.83651,0.43662,0.31038,0.7909,0.0072478,0.0072478,0.0072478
280,5801.33,0.58523,0.35629,0.80454,0.94604,0.91006,0.94932,0.83639,0.43582,0.3099,0.79071,0.0072379,0.0072379,0.0072379
281,5822.1,0.57732,0.35404,0.80401,0.94557,0.91018,0.94917,0.83696,0.43559,0.30966,0.79091,0.007228,0.007228,0.007228
282,5842.53,0.58277,0.35726,0.80526,0.94733,0.91028,0.95041,0.83765,0.43471,0.30847,0.79067,0.0072181,0.0072181,0.0072181
283,5863.26,0.57624,0.35414,0.80397,0.94841,0.90902,0.94903,0.83728,0.43544,0.31029,0.79081,0.0072082,0.0072082,0.0072082
284,5883.98,0.58396,0.3543,0.80364,0.94828,0.90904,0.94984,0.83769,0.43525,0.31084,0.79074,0.0071983,0.0071983,0.0071983
285,5904.64,0.57876,0.35527,0.80421,0.94713,0.90882,0.94952,0.83736,0.43448,0.311,0.79072,0.0071884,0.0071884,0.0071884
286,5924.92,0.57533,0.35387,0.80543,0.94707,0.90973,0.94975,0.83746,0.43429,0.31009,0.79053,0.0071785,0.0071785,0.0071785
287,5946.13,0.57874,0.35443,0.80403,0.94699,0.91098,0.95016,0.83769,0.43466,0.30906,0.79055,0.0071686,0.0071686,0.0071686
288,5966.77,0.58176,0.35349,0.80515,0.94672,0.91129,0.95033,0.8374,0.43458,0.30864,0.7906,0.0071587,0.0071587,0.0071587
289,5987.93,0.57698,0.35442,0.80486,0.94846,0.90928,0.95042,0.83792,0.43398,0.3089,0.79059,0.0071488,0.0071488,0.0071488
290,6009,0.58335,0.357,0.80458,0.94774,0.91025,0.94955,0.83762,0.43367,0.30907,0.79055,0.0071389,0.0071389,0.0071389
291,6029.67,0.58006,0.35373,0.80406,0.94661,0.91142,0.94936,0.83788,0.43349,0.3092,0.79034,0.007129,0.007129,0.007129
292,6050.35,0.58227,0.35578,0.80412,0.94593,0.9117,0.94935,0.8376,0.43368,0.30919,0.79038,0.0071191,0.0071191,0.0071191
293,6070.97,0.57778,0.35197,0.80452,0.94628,0.91242,0.94936,0.83779,0.4333,0.30919,0.79026,0.0071092,0.0071092,0.0071092
294,6092.06,0.57326,0.35371,0.80426,0.9484,0.91049,0.94938,0.83793,0.43279,0.30912,0.79022,0.0070993,0.0070993,0.0070993
295,6112.51,0.57548,0.35103,0.80501,0.94967,0.90962,0.94942,0.83801,0.43256,0.30826,0.79011,0.0070894,0.0070894,0.0070894
296,6132.78,0.57919,0.35575,0.80518,0.95004,0.90895,0.94988,0.83773,0.43328,0.3078,0.7902,0.0070795,0.0070795,0.0070795
297,6153.44,0.57144,0.35205,0.80401,0.94789,0.90926,0.94908,0.8367,0.4335,0.30945,0.79019,0.0070696,0.0070696,0.0070696
298,6173.88,0.57552,0.35176,0.80356,0.94687,0.91057,0.94967,0.83765,0.4328,0.30906,0.79018,0.0070597,0.0070597,0.0070597
299,6195.17,0.57532,0.35116,0.80408,0.94655,0.91082,0.94992,0.83789,0.43223,0.30877,0.79018,0.0070498,0.0070498,0.0070498
300,6215.98,0.57692,0.35227,0.80443,0.94876,0.90902,0.95014,0.83797,0.43202,0.30835,0.7902,0.0070399,0.0070399,0.0070399
301,6237.03,0.57656,0.35159,0.80426,0.94727,0.9104,0.94972,0.83852,0.43112,0.30864,0.79005,0.00703,0.00703,0.00703
302,6257.52,0.57175,0.35073,0.80421,0.94747,0.90948,0.94956,0.83831,0.43082,0.30845,0.79,0.0070201,0.0070201,0.0070201
303,6278.48,0.57749,0.35299,0.80487,0.94854,0.90852,0.94947,0.83768,0.43189,0.30896,0.79013,0.0070102,0.0070102,0.0070102
304,6299.44,0.57718,0.35365,0.80389,0.94921,0.90758,0.94941,0.83792,0.43165,0.30899,0.79009,0.0070003,0.0070003,0.0070003
305,6320.27,0.57375,0.35042,0.80367,0.94899,0.9087,0.94956,0.83774,0.43194,0.3087,0.79021,0.0069904,0.0069904,0.0069904
306,6340.78,0.57697,0.35294,0.80417,0.94853,0.90893,0.94965,0.83886,0.43062,0.30844,0.79,0.0069805,0.0069805,0.0069805
307,6361.23,0.57379,0.35149,0.80432,0.94848,0.91023,0.95008,0.83901,0.43063,0.30777,0.78994,0.0069706,0.0069706,0.0069706
308,6382.26,0.57682,0.35081,0.80455,0.94733,0.91193,0.95058,0.83969,0.43075,0.30704,0.78995,0.0069607,0.0069607,0.0069607
309,6402.45,0.57038,0.35342,0.80412,0.94711,0.91154,0.95071,0.84,0.43022,0.30635,0.78996,0.0069508,0.0069508,0.0069508
310,6422.76,0.57005,0.34912,0.80394,0.94855,0.91066,0.95115,0.84048,0.43014,0.30617,0.79004,0.0069409,0.0069409,0.0069409
311,6443.48,0.5723,0.35113,0.80319,0.94794,0.91171,0.95151,0.8398,0.43116,0.30671,0.7902,0.006931,0.006931,0.006931
312,6463.78,0.57398,0.34958,0.80414,0.94795,0.9112,0.9514,0.83976,0.43051,0.30622,0.7901,0.0069211,0.0069211,0.0069211
313,6484.45,0.57253,0.34746,0.80388,0.9493,0.90981,0.95117,0.83983,0.4299,0.30593,0.79007,0.0069112,0.0069112,0.0069112
314,6506.03,0.56921,0.34969,0.80393,0.94861,0.91032,0.95073,0.8399,0.42975,0.30643,0.79005,0.0069013,0.0069013,0.0069013
315,6526.6,0.57286,0.35067,0.80401,0.94971,0.90975,0.9509,0.84021,0.42898,0.3057,0.78998,0.0068914,0.0068914,0.0068914
316,6547.38,0.56893,0.35072,0.80394,0.94931,0.91012,0.95135,0.84054,0.42871,0.30514,0.79003,0.0068815,0.0068815,0.0068815
317,6568.73,0.57534,0.35171,0.80376,0.94868,0.91089,0.95127,0.84051,0.42833,0.30477,0.78994,0.0068716,0.0068716,0.0068716
318,6589.15,0.57207,0.35,0.80436,0.94909,0.91121,0.9514,0.84052,0.42805,0.30455,0.79008,0.0068617,0.0068617,0.0068617
319,6610.08,0.57241,0.34994,0.80429,0.94789,0.91087,0.95086,0.84053,0.42786,0.3044,0.79006,0.0068518,0.0068518,0.0068518
320,6630.74,0.5687,0.34854,0.803,0.94736,0.91043,0.95088,0.84042,0.42827,0.30453,0.79001,0.0068419,0.0068419,0.0068419
321,6651.24,0.57441,0.34859,0.80352,0.94671,0.91292,0.95098,0.84063,0.42811,0.30447,0.78992,0.006832,0.006832,0.006832
322,6671.32,0.56912,0.34859,0.80331,0.94745,0.91193,0.95112,0.84086,0.42772,0.30429,0.78994,0.0068221,0.0068221,0.0068221
323,6692.06,0.57076,0.34696,0.8035,0.94558,0.91415,0.95103,0.84067,0.42784,0.30425,0.78998,0.0068122,0.0068122,0.0068122
324,6713.25,0.56934,0.34905,0.80352,0.94716,0.91248,0.9507,0.84058,0.42724,0.30439,0.78979,0.0068023,0.0068023,0.0068023
325,6733.65,0.56935,0.34912,0.80443,0.94524,0.91485,0.95089,0.84079,0.42707,0.30434,0.78978,0.0067924,0.0067924,0.0067924
326,6754.33,0.56789,0.34898,0.80399,0.94715,0.91283,0.95114,0.84083,0.42753,0.30426,0.78979,0.0067825,0.0067825,0.0067825
327,6775.13,0.56452,0.34923,0.804,0.94544,0.9146,0.95103,0.84074,0.42723,0.30457,0.78972,0.0067726,0.0067726,0.0067726
328,6796.01,0.56955,0.34746,0.80409,0.94776,0.91225,0.95129,0.84105,0.42687,0.30462,0.78972,0.0067627,0.0067627,0.0067627
329,6816.56,0.57227,0.34839,0.80326,0.94588,0.91403,0.95169,0.84165,0.42665,0.30411,0.78963,0.0067528,0.0067528,0.0067528
330,6837.4,0.56894,0.3489,0.80339,0.94627,0.91396,0.9517,0.84169,0.42632,0.30336,0.78955,0.0067429,0.0067429,0.0067429
331,6858.37,0.56929,0.34764,0.80346,0.94622,0.91455,0.95166,0.84177,0.42604,0.30308,0.78954,0.006733,0.006733,0.006733
332,6879.02,0.56891,0.34779,0.80365,0.94757,0.91367,0.95179,0.84178,0.42586,0.30275,0.78958,0.0067231,0.0067231,0.0067231
333,6899.79,0.56769,0.34862,0.80292,0.94832,0.91336,0.952,0.84208,0.42546,0.30259,0.7895,0.0067132,0.0067132,0.0067132
334,6920.47,0.56675,0.34986,0.80343,0.94767,0.91358,0.95146,0.8416,0.42593,0.30292,0.78955,0.0067033,0.0067033,0.0067033
335,6941.46,0.57062,0.34818,0.80288,0.94682,0.91406,0.95153,0.84165,0.42573,0.30252,0.78951,0.0066934,0.0066934,0.0066934
336,6962.08,0.56299,0.34407,0.80243,0.94731,0.91402,0.95146,0.84148,0.42597,0.30252,0.78952,0.0066835,0.0066835,0.0066835
337,6982.97,0.56577,0.34751,0.80308,0.94815,0.91293,0.95131,0.84139,0.42629,0.30288,0.7895,0.0066736,0.0066736,0.0066736
338,7002.98,0.55938,0.34462,0.80267,0.94706,0.91464,0.95172,0.84161,0.4265,0.30252,0.78944,0.0066637,0.0066637,0.0066637
339,7024.21,0.56842,0.34791,0.80287,0.94714,0.91381,0.95167,0.84162,0.42626,0.3024,0.78935,0.0066538,0.0066538,0.0066538
340,7044.47,0.56978,0.34737,0.80299,0.94745,0.91304,0.95155,0.84152,0.42618,0.30249,0.78937,0.0066439,0.0066439,0.0066439
341,7065.26,0.56414,0.34889,0.80344,0.9491,0.91194,0.9517,0.84159,0.42637,0.30208,0.78941,0.006634,0.006634,0.006634
342,7086.01,0.56571,0.34573,0.80323,0.94974,0.91145,0.9519,0.84167,0.42629,0.30188,0.78938,0.0066241,0.0066241,0.0066241
343,7106.34,0.56035,0.345,0.8029,0.95025,0.91152,0.95207,0.8419,0.42586,0.30144,0.78933,0.0066142,0.0066142,0.0066142
344,7127.08,0.56703,0.34632,0.80261,0.95008,0.91225,0.95225,0.84216,0.42575,0.30105,0.78929,0.0066043,0.0066043,0.0066043
345,7147.82,0.56947,0.34601,0.80323,0.95101,0.9118,0.95263,0.84247,0.42561,0.3008,0.78932,0.0065944,0.0065944,0.0065944
346,7168.17,0.56605,0.34728,0.80367,0.94908,0.91328,0.9527,0.84242,0.42523,0.3005,0.78931,0.0065845,0.0065845,0.0065845
347,7188.75,0.56363,0.34351,0.80226,0.95124,0.91244,0.95258,0.84234,0.42469,0.30037,0.78925,0.0065746,0.0065746,0.0065746
348,7209.39,0.56427,0.34579,0.80274,0.95126,0.91168,0.95262,0.84245,0.42472,0.30072,0.78925,0.0065647,0.0065647,0.0065647
349,7230.12,0.56708,0.34571,0.80226,0.94958,0.91261,0.95239,0.84213,0.425,0.30095,0.78928,0.0065548,0.0065548,0.0065548
350,7250.59,0.56422,0.3462,0.8024,0.94903,0.91371,0.95226,0.84229,0.42495,0.30092,0.78925,0.0065449,0.0065449,0.0065449
351,7271.11,0.56595,0.34603,0.80338,0.94965,0.91209,0.95181,0.84161,0.42519,0.30127,0.78925,0.006535,0.006535,0.006535
352,7292.05,0.56568,0.34674,0.80278,0.9478,0.91349,0.95175,0.84169,0.42462,0.30122,0.78918,0.0065251,0.0065251,0.0065251
353,7313.3,0.56199,0.34405,0.803,0.94764,0.91342,0.95166,0.84177,0.42443,0.30105,0.7891,0.0065152,0.0065152,0.0065152
354,7334.4,0.56275,0.34827,0.80274,0.94861,0.91378,0.95176,0.84163,0.42413,0.30036,0.78908,0.0065053,0.0065053,0.0065053
355,7355.67,0.56389,0.3477,0.8031,0.94874,0.91352,0.95161,0.84171,0.424,0.30037,0.78909,0.0064954,0.0064954,0.0064954
356,7376.58,0.56438,0.34763,0.80267,0.94923,0.91314,0.95175,0.84204,0.42354,0.30037,0.78901,0.0064855,0.0064855,0.0064855
357,7397.28,0.55763,0.34479,0.80314,0.94915,0.91343,0.95173,0.84218,0.42329,0.3,0.78895,0.0064756,0.0064756,0.0064756
358,7417.73,0.56406,0.34366,0.80309,0.95009,0.91273,0.95164,0.84214,0.42286,0.30005,0.78887,0.0064657,0.0064657,0.0064657
359,7438.14,0.5612,0.34433,0.80246,0.94935,0.91359,0.9519,0.84226,0.4228,0.3,0.78888,0.0064558,0.0064558,0.0064558
360,7459.04,0.5635,0.34237,0.80332,0.94926,0.91336,0.95191,0.84234,0.42243,0.29983,0.78887,0.0064459,0.0064459,0.0064459
361,7479.97,0.56257,0.34618,0.80326,0.94988,0.91288,0.95192,0.84208,0.42242,0.29968,0.78883,0.006436,0.006436,0.006436
362,7500.53,0.56066,0.3456,0.80244,0.95034,0.91273,0.95199,0.84243,0.42221,0.29983,0.78886,0.0064261,0.0064261,0.0064261
363,7521.12,0.55791,0.34214,0.80265,0.95109,0.91269,0.952,0.84254,0.4219,0.29976,0.78885,0.0064162,0.0064162,0.0064162
364,7541.85,0.56022,0.34325,0.80254,0.95114,0.91192,0.95209,0.84291,0.42165,0.2997,0.7888,0.0064063,0.0064063,0.0064063
365,7562.42,0.55994,0.34315,0.80252,0.95066,0.91225,0.95207,0.84292,0.42154,0.29996,0.78879,0.0063964,0.0063964,0.0063964
366,7583.01,0.55471,0.34187,0.80199,0.95091,0.91237,0.95238,0.8432,0.42126,0.29984,0.78882,0.0063865,0.0063865,0.0063865
367,7604.12,0.55802,0.34511,0.80274,0.95059,0.912,0.95227,0.84321,0.42123,0.29986,0.78878,0.0063766,0.0063766,0.0063766
368,7624.56,0.56339,0.34317,0.80212,0.9509,0.91202,0.95243,0.84329,0.42146,0.29983,0.78876,0.0063667,0.0063667,0.0063667
