epoch,time,train/giou_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/giou_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
167,20601.8,0.3182,0.26205,0.0438,0.9572,0.88518,0.92718,0.83688,0.23584,0.2472,0.03142,8.3566e-05,8.3566e-05,8.3566e-05
168,20724.1,0.3197,0.26075,0.04245,0.95713,0.88724,0.92774,0.8377,0.23439,0.24619,0.03016,8.3467e-05,8.3467e-05,8.3467e-05
169,20847.3,0.31983,0.26135,0.04401,0.9557,0.88518,0.92733,0.83593,0.23707,0.24834,0.03142,8.3368e-05,8.3368e-05,8.3368e-05
170,20968.8,0.32421,0.26227,0.0467,0.95703,0.88731,0.92764,0.83644,0.23683,0.24696,0.0308,8.3269e-05,8.3269e-05,8.3269e-05
171,21090.3,0.3139,0.26079,0.04267,0.95925,0.88535,0.92783,0.83765,0.23578,0.24621,0.03123,8.317e-05,8.317e-05,8.317e-05
172,21214.4,0.31632,0.26097,0.04192,0.9589,0.88559,0.928,0.83915,0.23463,0.24431,0.03099,8.3071e-05,8.3071e-05,8.3071e-05
173,21336.3,0.31035,0.26088,0.0402,0.95587,0.88712,0.92758,0.83801,0.23564,0.24504,0.03209,8.2972e-05,8.2972e-05,8.2972e-05
174,21458.4,0.31851,0.25963,0.04244,0.95665,0.8894,0.92831,0.83838,0.23302,0.24525,0.03165,8.2873e-05,8.2873e-05,8.2873e-05
175,21580,0.31805,0.26094,0.04321,0.9568,0.89061,0.92862,0.83806,0.23415,0.2456,0.02964,8.2774e-05,8.2774e-05,8.2774e-05
176,21701.9,0.31697,0.25824,0.04337,0.95408,0.89085,0.92798,0.83863,0.23351,0.24458,0.0313,8.2675e-05,8.2675e-05,8.2675e-05
177,21821.1,0.31851,0.25794,0.04465,0.95737,0.88801,0.92801,0.83872,0.2331,0.24611,0.03098,8.2576e-05,8.2576e-05,8.2576e-05
178,21942.2,0.31193,0.2589,0.04134,0.95628,0.89035,0.92813,0.83811,0.23463,0.24689,0.03073,8.2477e-05,8.2477e-05,8.2477e-05
179,22063.8,0.31456,0.26141,0.04394,0.95699,0.88896,0.92799,0.83893,0.23291,0.24565,0.03093,8.2378e-05,8.2378e-05,8.2378e-05
180,22186.2,0.3083,0.25915,0.04014,0.95869,0.88743,0.92744,0.83747,0.23577,0.24502,0.03239,8.2279e-05,8.2279e-05,8.2279e-05
181,22309.2,0.32127,0.25812,0.04346,0.95802,0.88737,0.92707,0.83759,0.23555,0.24412,0.03053,8.218e-05,8.218e-05,8.218e-05
182,22431.2,0.32038,0.25913,0.04424,0.95714,0.888,0.92762,0.83819,0.23483,0.24603,0.03016,8.2081e-05,8.2081e-05,8.2081e-05
183,22555.4,0.31319,0.26046,0.04213,0.95879,0.88718,0.92796,0.83859,0.23165,0.24733,0.02861,8.1982e-05,8.1982e-05,8.1982e-05
184,22676.2,0.30994,0.26094,0.04108,0.95894,0.88876,0.92829,0.83989,0.2309,0.24623,0.02864,8.1883e-05,8.1883e-05,8.1883e-05
185,22800.6,0.30934,0.25615,0.04232,0.95781,0.88908,0.92787,0.83945,0.23224,0.24465,0.02982,8.1784e-05,8.1784e-05,8.1784e-05
186,22923.8,0.30374,0.25911,0.04008,0.95914,0.88512,0.9267,0.83714,0.23746,0.24527,0.03164,8.1685e-05,8.1685e-05,8.1685e-05
187,23047.6,0.30767,0.26073,0.04207,0.95765,0.88423,0.92669,0.83669,0.23782,0.24647,0.03171,8.1586e-05,8.1586e-05,8.1586e-05
188,23171.5,0.30844,0.26054,0.04157,0.95772,0.88785,0.92825,0.83925,0.23446,0.24509,0.03009,8.1487e-05,8.1487e-05,8.1487e-05
189,23294.3,0.31104,0.25877,0.04135,0.95722,0.88842,0.92686,0.83776,0.23499,0.24427,0.03196,8.1388e-05,8.1388e-05,8.1388e-05
190,23417.7,0.30786,0.25944,0.04225,0.95514,0.8908,0.92752,0.83871,0.23269,0.24489,0.03039,8.1289e-05,8.1289e-05,8.1289e-05
191,23537.5,0.30503,0.26206,0.04245,0.95573,0.89257,0.93073,0.84035,0.23049,0.24571,0.0314,8.119e-05,8.119e-05,8.119e-05
192,23660.3,0.30952,0.26087,0.04177,0.95709,0.89755,0.93373,0.84292,0.2252,0.24647,0.02974,8.1091e-05,8.1091e-05,8.1091e-05
193,23784,0.314,0.2601,0.04177,0.95487,0.89173,0.93118,0.83964,0.22906,0.24733,0.02974,8.0992e-05,8.0992e-05,8.0992e-05
194,23905.5,0.30709,0.25853,0.04202,0.95588,0.89188,0.93078,0.84007,0.22799,0.24783,0.03006,8.0893e-05,8.0893e-05,8.0893e-05
195,24027.2,0.30567,0.25761,0.04127,0.95517,0.89318,0.93126,0.84084,0.22784,0.24646,0.02953,8.0794e-05,8.0794e-05,8.0794e-05
196,24148.4,0.30903,0.25792,0.04188,0.95515,0.89148,0.92812,0.84028,0.23077,0.24567,0.03145,8.0695e-05,8.0695e-05,8.0695e-05
197,24268.8,0.30067,0.26107,0.03855,0.95474,0.89047,0.92769,0.83981,0.23205,0.2453,0.03118,8.0596e-05,8.0596e-05,8.0596e-05
198,24390.5,0.30104,0.25732,0.0401,0.95671,0.89134,0.92866,0.84106,0.22883,0.24482,0.03034,8.0497e-05,8.0497e-05,8.0497e-05
199,24511,0.30708,0.25868,0.04121,0.95556,0.89181,0.92858,0.84105,0.2299,0.24462,0.03,8.0398e-05,8.0398e-05,8.0398e-05
200,24634.4,0.3067,0.25472,0.04217,0.95864,0.8893,0.9285,0.84139,0.22835,0.2449,0.0293,8.0299e-05,8.0299e-05,8.0299e-05
201,24756.4,0.30108,0.25778,0.03996,0.9555,0.89222,0.93185,0.84223,0.22799,0.24461,0.03004,8.02e-05,8.02e-05,8.02e-05
202,24875.1,0.29834,0.25811,0.03912,0.95667,0.89232,0.93158,0.84268,0.22893,0.24385,0.02959,8.0101e-05,8.0101e-05,8.0101e-05
203,24997.7,0.30074,0.25952,0.03984,0.95965,0.89204,0.93228,0.84333,0.22522,0.24454,0.02818,8.0002e-05,8.0002e-05,8.0002e-05
204,25121.5,0.29308,0.25719,0.03738,0.95562,0.89516,0.93274,0.84358,0.22532,0.2459,0.02954,7.9903e-05,7.9903e-05,7.9903e-05
205,25242.1,0.29494,0.25761,0.03847,0.95843,0.89555,0.93381,0.84506,0.22265,0.24511,0.02933,7.9804e-05,7.9804e-05,7.9804e-05
206,25360.8,0.30833,0.25579,0.04259,0.95591,0.89584,0.93324,0.84449,0.22245,0.24444,0.02787,7.9705e-05,7.9705e-05,7.9705e-05
207,25480.8,0.30122,0.25488,0.04124,0.95631,0.89527,0.93283,0.8444,0.2228,0.2434,0.02808,7.9606e-05,7.9606e-05,7.9606e-05
208,25602.7,0.29602,0.25483,0.03915,0.95824,0.89429,0.93294,0.84484,0.22309,0.24347,0.02763,7.9507e-05,7.9507e-05,7.9507e-05
209,25723.9,0.29382,0.25508,0.0376,0.95809,0.89587,0.93348,0.84587,0.22036,0.244,0.02737,7.9408e-05,7.9408e-05,7.9408e-05
210,25846,0.2946,0.257,0.03825,0.95695,0.89797,0.93362,0.84555,0.22145,0.24415,0.02745,7.9309e-05,7.9309e-05,7.9309e-05
211,25968.1,0.29594,0.25583,0.03845,0.95722,0.89575,0.93294,0.84498,0.22273,0.24433,0.02873,7.921e-05,7.921e-05,7.921e-05
212,26089.2,0.30213,0.25931,0.0417,0.95773,0.89729,0.93394,0.84532,0.22277,0.24506,0.02854,7.9111e-05,7.9111e-05,7.9111e-05
213,26213.7,0.29527,0.25582,0.03791,0.95698,0.89527,0.93339,0.84571,0.22307,0.24384,0.02914,7.9012e-05,7.9012e-05,7.9012e-05
214,26335.8,0.29455,0.25698,0.0386,0.95732,0.89679,0.9334,0.8454,0.22298,0.24381,0.03005,7.8913e-05,7.8913e-05,7.8913e-05
215,26458.6,0.29829,0.25603,0.04113,0.95787,0.89343,0.93031,0.84318,0.22794,0.24341,0.03091,7.8814e-05,7.8814e-05,7.8814e-05
216,26584.5,0.29987,0.25282,0.04071,0.95693,0.89541,0.93177,0.84329,0.22695,0.24296,0.03174,7.8715e-05,7.8715e-05,7.8715e-05
217,26706.6,0.2972,0.2552,0.03943,0.95552,0.89586,0.93233,0.844,0.22477,0.24356,0.03024,7.8616e-05,7.8616e-05,7.8616e-05
218,26828,0.29499,0.25513,0.03956,0.9555,0.8967,0.93223,0.84389,0.22353,0.24355,0.02995,7.8517e-05,7.8517e-05,7.8517e-05
219,26950.9,0.29445,0.25701,0.03721,0.95389,0.89692,0.93242,0.84452,0.22278,0.24356,0.0291,7.8418e-05,7.8418e-05,7.8418e-05
220,27071,0.29305,0.25582,0.03996,0.95481,0.89726,0.93265,0.84508,0.22235,0.24392,0.02895,7.8319e-05,7.8319e-05,7.8319e-05
221,27193.3,0.29709,0.25565,0.04136,0.95533,0.8979,0.93319,0.84527,0.22159,0.24346,0.02858,7.822e-05,7.822e-05,7.822e-05
222,27315.9,0.28924,0.25404,0.03859,0.95564,0.8974,0.93337,0.84578,0.2214,0.24406,0.02843,7.8121e-05,7.8121e-05,7.8121e-05
223,27437.7,0.30157,0.25368,0.04052,0.95609,0.89694,0.93385,0.84687,0.21932,0.24302,0.0275,7.8022e-05,7.8022e-05,7.8022e-05
224,27562.2,0.29916,0.25475,0.04025,0.9549,0.89897,0.93416,0.84702,0.21807,0.24339,0.02802,7.7923e-05,7.7923e-05,7.7923e-05
225,27687,0.29946,0.25464,0.04047,0.95627,0.8974,0.93411,0.84688,0.21874,0.24335,0.02785,7.7824e-05,7.7824e-05,7.7824e-05
226,27807.8,0.29704,0.25678,0.03942,0.95697,0.89768,0.93413,0.84691,0.2179,0.24396,0.02764,7.7725e-05,7.7725e-05,7.7725e-05
227,27929.4,0.29546,0.25638,0.03902,0.95706,0.89829,0.934,0.84729,0.21791,0.24334,0.02778,7.7626e-05,7.7626e-05,7.7626e-05
228,28051.7,0.2926,0.25406,0.03889,0.95579,0.89959,0.93414,0.84755,0.21711,0.24282,0.02807,7.7527e-05,7.7527e-05,7.7527e-05
229,28172.7,0.28762,0.25225,0.03783,0.95615,0.89887,0.93386,0.84748,0.21741,0.2425,0.02835,7.7428e-05,7.7428e-05,7.7428e-05
230,28295,0.28717,0.25467,0.03746,0.95625,0.8968,0.93365,0.84729,0.21934,0.24282,0.02826,7.7329e-05,7.7329e-05,7.7329e-05
231,28415.4,0.29222,0.25445,0.03904,0.9561,0.89571,0.93335,0.84768,0.21982,0.24307,0.02853,7.723e-05,7.723e-05,7.723e-05
232,28537.5,0.29439,0.25394,0.03851,0.95612,0.89587,0.93345,0.84785,0.21911,0.24276,0.02841,7.7131e-05,7.7131e-05,7.7131e-05
233,28657.2,0.29568,0.2531,0.03942,0.95602,0.89752,0.93357,0.8478,0.21853,0.24284,0.02814,7.7032e-05,7.7032e-05,7.7032e-05
234,28780,0.28772,0.25422,0.03811,0.95513,0.8984,0.9338,0.84834,0.2181,0.24309,0.02782,7.6933e-05,7.6933e-05,7.6933e-05
235,28902,0.29073,0.25578,0.03786,0.95722,0.89772,0.93396,0.84849,0.21803,0.24274,0.0279,7.6834e-05,7.6834e-05,7.6834e-05
236,29024.1,0.28771,0.25445,0.03744,0.95555,0.89715,0.93311,0.84791,0.2198,0.2422,0.02798,7.6735e-05,7.6735e-05,7.6735e-05
237,29146.4,0.28639,0.25324,0.03714,0.95469,0.89661,0.93283,0.84692,0.22169,0.24212,0.02891,7.6636e-05,7.6636e-05,7.6636e-05
238,29268,0.28346,0.25446,0.03729,0.95536,0.89721,0.93314,0.84799,0.21975,0.242,0.02826,7.6537e-05,7.6537e-05,7.6537e-05
239,29388.9,0.28585,0.25252,0.03789,0.95503,0.89956,0.93353,0.84767,0.21846,0.24164,0.02792,7.6438e-05,7.6438e-05,7.6438e-05
240,29514.3,0.28796,0.25032,0.03857,0.95634,0.89892,0.93342,0.8478,0.21902,0.24157,0.02771,7.6339e-05,7.6339e-05,7.6339e-05
241,29634.5,0.28074,0.25206,0.0363,0.95615,0.89883,0.93361,0.84802,0.21786,0.24133,0.02837,7.624e-05,7.624e-05,7.624e-05
242,29757.3,0.29029,0.2519,0.03906,0.95554,0.89902,0.93388,0.84918,0.21617,0.24166,0.02714,7.6141e-05,7.6141e-05,7.6141e-05
243,29877.7,0.28723,0.25207,0.03876,0.95686,0.89892,0.93351,0.84867,0.21772,0.24138,0.02831,7.6042e-05,7.6042e-05,7.6042e-05
244,29999.8,0.29136,0.25221,0.03915,0.95606,0.89946,0.93378,0.84911,0.21702,0.24156,0.02794,7.5943e-05,7.5943e-05,7.5943e-05
245,30123.2,0.28864,0.25318,0.03816,0.95702,0.89848,0.93368,0.84898,0.21762,0.24086,0.0285,7.5844e-05,7.5844e-05,7.5844e-05
246,30245.6,0.28839,0.25255,0.03824,0.95687,0.89705,0.93319,0.84809,0.2203,0.24073,0.0297,7.5745e-05,7.5745e-05,7.5745e-05
247,30368.5,0.28989,0.25623,0.03975,0.95779,0.89629,0.93241,0.8482,0.21897,0.24056,0.02886,7.5646e-05,7.5646e-05,7.5646e-05
248,30490.9,0.28837,0.25242,0.03758,0.95838,0.89635,0.93308,0.84905,0.21819,0.24032,0.02922,7.5547e-05,7.5547e-05,7.5547e-05
249,30610.5,0.28444,0.25372,0.03771,0.95669,0.89778,0.93351,0.84918,0.21869,0.2403,0.02952,7.5448e-05,7.5448e-05,7.5448e-05
250,30730.3,0.28474,0.25139,0.03698,0.95697,0.89908,0.93383,0.84973,0.21653,0.24021,0.02885,7.5349e-05,7.5349e-05,7.5349e-05
251,30850.9,0.27974,0.25198,0.03585,0.95582,0.89944,0.93389,0.8499,0.21587,0.23933,0.02829,7.525e-05,7.525e-05,7.525e-05
252,30973,0.27881,0.25031,0.0363,0.95632,0.89905,0.93392,0.85019,0.21487,0.23976,0.02738,7.5151e-05,7.5151e-05,7.5151e-05
253,31095.6,0.28483,0.24992,0.03712,0.95578,0.89932,0.93395,0.85053,0.21524,0.23933,0.02825,7.5052e-05,7.5052e-05,7.5052e-05
254,31218,0.28267,0.25204,0.03859,0.95709,0.89892,0.9344,0.85105,0.21644,0.2379,0.0288,7.4953e-05,7.4953e-05,7.4953e-05
255,31339.8,0.28256,0.25166,0.03643,0.9571,0.90095,0.93482,0.85141,0.21449,0.23883,0.02841,7.4854e-05,7.4854e-05,7.4854e-05
256,31461.3,0.27929,0.24999,0.036,0.95652,0.90125,0.93512,0.8515,0.21408,0.23867,0.02846,7.4755e-05,7.4755e-05,7.4755e-05
257,31581.4,0.27878,0.2542,0.03698,0.95725,0.90149,0.93516,0.8525,0.21253,0.23888,0.02761,7.4656e-05,7.4656e-05,7.4656e-05
258,31704.4,0.28238,0.25315,0.03637,0.95751,0.90063,0.93544,0.85218,0.21171,0.23998,0.02687,7.4557e-05,7.4557e-05,7.4557e-05
259,31827.3,0.28365,0.251,0.03774,0.95794,0.89986,0.93516,0.85173,0.21299,0.23934,0.02714,7.4458e-05,7.4458e-05,7.4458e-05
260,31949.6,0.27985,0.24966,0.03758,0.95871,0.90121,0.93579,0.85256,0.21249,0.23843,0.0276,7.4359e-05,7.4359e-05,7.4359e-05
261,32072.1,0.2825,0.25044,0.03635,0.95691,0.90035,0.93503,0.8515,0.21425,0.23772,0.02754,7.426e-05,7.426e-05,7.426e-05
262,32192.9,0.2781,0.2513,0.03587,0.95665,0.90092,0.93539,0.85241,0.2133,0.23813,0.0282,7.4161e-05,7.4161e-05,7.4161e-05
263,32312.7,0.2757,0.24993,0.0352,0.95996,0.89853,0.93556,0.8522,0.21325,0.23864,0.02806,7.4062e-05,7.4062e-05,7.4062e-05
264,32434.5,0.2805,0.25094,0.03752,0.958,0.9001,0.93568,0.85281,0.21262,0.23887,0.02798,7.3963e-05,7.3963e-05,7.3963e-05
265,32556,0.28383,0.25027,0.0379,0.95686,0.90168,0.93561,0.8528,0.21236,0.23865,0.02794,7.3864e-05,7.3864e-05,7.3864e-05
266,32675.1,0.27517,0.24974,0.03516,0.95644,0.90172,0.93538,0.85293,0.21219,0.23883,0.02797,7.3765e-05,7.3765e-05,7.3765e-05
267,32797.3,0.27861,0.25128,0.03685,0.95852,0.90095,0.93546,0.85312,0.21165,0.23834,0.02793,7.3666e-05,7.3666e-05,7.3666e-05
268,32919.9,0.28306,0.25033,0.03924,0.95718,0.90197,0.93527,0.85337,0.21171,0.23778,0.02753,7.3567e-05,7.3567e-05,7.3567e-05
269,33042.8,0.27987,0.25071,0.03507,0.95715,0.90169,0.93536,0.85339,0.21064,0.23909,0.0275,7.3468e-05,7.3468e-05,7.3468e-05
270,33166.2,0.27378,0.24995,0.03507,0.95786,0.90244,0.93575,0.85406,0.2099,0.23858,0.02728,7.3369e-05,7.3369e-05,7.3369e-05
271,33288.6,0.28102,0.24937,0.03761,0.95779,0.90228,0.93579,0.85441,0.20981,0.23773,0.02724,7.327e-05,7.327e-05,7.327e-05
272,33411.8,0.28039,0.25201,0.03491,0.95736,0.90062,0.93527,0.85382,0.21042,0.23849,0.02751,7.3171e-05,7.3171e-05,7.3171e-05
273,33531.1,0.27405,0.24993,0.03436,0.95669,0.90178,0.93515,0.85377,0.21061,0.23864,0.0276,7.3072e-05,7.3072e-05,7.3072e-05
274,33652.8,0.27064,0.24944,0.03399,0.95661,0.90216,0.93458,0.85294,0.21118,0.2386,0.02741,7.2973e-05,7.2973e-05,7.2973e-05
275,33777,0.27304,0.24856,0.03519,0.95661,0.90178,0.93488,0.85343,0.20973,0.23935,0.02653,7.2874e-05,7.2874e-05,7.2874e-05
276,33899.9,0.27524,0.24967,0.03607,0.95614,0.90156,0.93462,0.85351,0.20948,0.23939,0.02649,7.2775e-05,7.2775e-05,7.2775e-05
277,34021.2,0.27671,0.24856,0.03761,0.95571,0.90397,0.93515,0.85396,0.209,0.23955,0.02705,7.2676e-05,7.2676e-05,7.2676e-05
278,34143.2,0.27369,0.24886,0.03545,0.95686,0.90222,0.93515,0.85397,0.20954,0.23937,0.02757,7.2577e-05,7.2577e-05,7.2577e-05
279,34265.8,0.27586,0.25065,0.03587,0.9566,0.90314,0.93543,0.85411,0.20866,0.23972,0.02713,7.2478e-05,7.2478e-05,7.2478e-05
280,34388.9,0.27642,0.24946,0.03555,0.95643,0.90366,0.93545,0.85408,0.20922,0.23984,0.02757,7.2379e-05,7.2379e-05,7.2379e-05
281,34511.5,0.27011,0.24854,0.03539,0.95666,0.9019,0.93509,0.85396,0.20957,0.23921,0.02762,7.228e-05,7.228e-05,7.228e-05
282,34632.3,0.28211,0.24867,0.03778,0.9566,0.90229,0.93528,0.85472,0.20983,0.23864,0.02733,7.2181e-05,7.2181e-05,7.2181e-05
283,34754.9,0.26947,0.2482,0.0351,0.95635,0.90143,0.93513,0.85467,0.20934,0.23832,0.02763,7.2082e-05,7.2082e-05,7.2082e-05
284,34878.8,0.27061,0.24804,0.03326,0.9569,0.90184,0.93495,0.85479,0.20971,0.23751,0.02731,7.1983e-05,7.1983e-05,7.1983e-05
285,35001.4,0.27495,0.24918,0.0364,0.95692,0.90133,0.93519,0.85457,0.20941,0.23809,0.02819,7.1884e-05,7.1884e-05,7.1884e-05
286,35120.2,0.27512,0.24949,0.03565,0.95767,0.90257,0.93523,0.85452,0.21064,0.23787,0.02904,7.1785e-05,7.1785e-05,7.1785e-05
287,35242.4,0.27271,0.24742,0.03652,0.95802,0.90194,0.9349,0.85476,0.20884,0.23806,0.02806,7.1686e-05,7.1686e-05,7.1686e-05
288,35363.3,0.27288,0.24867,0.03537,0.95732,0.90337,0.93517,0.85508,0.20857,0.23778,0.02782,7.1587e-05,7.1587e-05,7.1587e-05
289,35486,0.26999,0.24875,0.03588,0.95824,0.90084,0.93483,0.8549,0.21016,0.23713,0.02769,7.1488e-05,7.1488e-05,7.1488e-05
290,35609.4,0.27574,0.24861,0.0359,0.95759,0.90054,0.93474,0.85429,0.20912,0.23773,0.0269,7.1389e-05,7.1389e-05,7.1389e-05
291,35732.8,0.26967,0.24829,0.0332,0.95766,0.90081,0.9347,0.8541,0.21038,0.23701,0.02712,7.129e-05,7.129e-05,7.129e-05
292,35854.9,0.27257,0.24575,0.03766,0.95811,0.90072,0.9348,0.85458,0.21067,0.23681,0.02727,7.1191e-05,7.1191e-05,7.1191e-05
293,35978.2,0.26655,0.24582,0.03416,0.95879,0.90083,0.93485,0.85497,0.21051,0.23665,0.02689,7.1092e-05,7.1092e-05,7.1092e-05
294,36098.4,0.27476,0.24951,0.03541,0.95813,0.90162,0.93495,0.85526,0.20957,0.23675,0.0271,7.0993e-05,7.0993e-05,7.0993e-05
295,36219.8,0.26668,0.24951,0.03295,0.95936,0.90042,0.93539,0.85612,0.20863,0.23674,0.02636,7.0894e-05,7.0894e-05,7.0894e-05
296,36339.9,0.28,0.25086,0.03706,0.95881,0.9006,0.93495,0.85592,0.2095,0.23592,0.02654,7.0795e-05,7.0795e-05,7.0795e-05
297,36460,0.26914,0.24813,0.03441,0.95861,0.90076,0.93513,0.85582,0.20949,0.23628,0.02676,7.0696e-05,7.0696e-05,7.0696e-05
298,36581.2,0.27036,0.249,0.03455,0.95749,0.9034,0.93568,0.85614,0.2078,0.23681,0.02704,7.0597e-05,7.0597e-05,7.0597e-05
299,36704.7,0.26313,0.24754,0.03317,0.95803,0.90219,0.93533,0.85601,0.2088,0.23647,0.02779,7.0498e-05,7.0498e-05,7.0498e-05
300,36828.2,0.27254,0.24586,0.03592,0.9577,0.90298,0.93538,0.85601,0.20877,0.23653,0.028,7.0399e-05,7.0399e-05,7.0399e-05
301,36950.8,0.27216,0.24942,0.03483,0.95712,0.90359,0.93574,0.85645,0.20725,0.23709,0.02778,7.03e-05,7.03e-05,7.03e-05
302,37070.9,0.26812,0.25093,0.03493,0.95842,0.90178,0.93532,0.85572,0.20896,0.23657,0.02795,7.0201e-05,7.0201e-05,7.0201e-05
303,37191.2,0.27081,0.24855,0.03449,0.95659,0.90225,0.93521,0.8554,0.20928,0.23728,0.02705,7.0102e-05,7.0102e-05,7.0102e-05
304,37313.2,0.27508,0.24765,0.03567,0.95592,0.90306,0.93518,0.85569,0.20825,0.23736,0.02679,7.0003e-05,7.0003e-05,7.0003e-05
305,37435.9,0.27027,0.24748,0.03471,0.95629,0.90378,0.93551,0.85605,0.20705,0.23752,0.02687,6.9904e-05,6.9904e-05,6.9904e-05
306,37556.8,0.2696,0.24902,0.03388,0.95727,0.90362,0.93589,0.85632,0.20566,0.23756,0.02643,6.9805e-05,6.9805e-05,6.9805e-05
307,37677.9,0.2676,0.2478,0.03454,0.95681,0.90419,0.93571,0.85636,0.20624,0.23766,0.02674,6.9706e-05,6.9706e-05,6.9706e-05
308,37800.4,0.26753,0.24742,0.03462,0.95695,0.90447,0.93592,0.8566,0.2065,0.23752,0.02673,6.9607e-05,6.9607e-05,6.9607e-05
309,37920.4,0.2664,0.24778,0.03442,0.9582,0.90308,0.93574,0.85673,0.20531,0.23754,0.0266,6.9508e-05,6.9508e-05,6.9508e-05
310,38041.4,0.26003,0.24461,0.03373,0.95854,0.90462,0.93585,0.857,0.2052,0.23716,0.02623,6.9409e-05,6.9409e-05,6.9409e-05
311,38164.7,0.2749,0.24489,0.03605,0.95791,0.90564,0.93864,0.85788,0.20429,0.23738,0.02634,6.931e-05,6.931e-05,6.931e-05
312,38285.9,0.26592,0.2489,0.03303,0.95846,0.90505,0.93864,0.85797,0.20421,0.23734,0.02648,6.9211e-05,6.9211e-05,6.9211e-05
313,38408.7,0.26868,0.24638,0.0344,0.95801,0.90435,0.93597,0.85728,0.20484,0.23704,0.02577,6.9112e-05,6.9112e-05,6.9112e-05
314,38529.6,0.26281,0.24957,0.03293,0.95887,0.90559,0.9388,0.85821,0.20312,0.2377,0.02527,6.9013e-05,6.9013e-05,6.9013e-05
315,38651.9,0.27226,0.25053,0.0355,0.95674,0.90771,0.9395,0.85862,0.20264,0.23795,0.0253,6.8914e-05,6.8914e-05,6.8914e-05
316,38772.8,0.26613,0.24928,0.03527,0.95837,0.90748,0.93989,0.85875,0.20191,0.23854,0.02511,6.8815e-05,6.8815e-05,6.8815e-05
317,38896.1,0.27461,0.24866,0.03732,0.95909,0.90682,0.93935,0.85857,0.20267,0.23804,0.02519,6.8716e-05,6.8716e-05,6.8716e-05
318,39016.6,0.2683,0.24828,0.03516,0.95874,0.90708,0.93942,0.85862,0.20201,0.23803,0.02577,6.8617e-05,6.8617e-05,6.8617e-05
319,39140.3,0.26928,0.24649,0.03576,0.9594,0.90664,0.93973,0.85894,0.2011,0.23808,0.02544,6.8518e-05,6.8518e-05,6.8518e-05
320,39261.5,0.26421,0.24652,0.03254,0.95628,0.90844,0.94018,0.85932,0.20136,0.23772,0.02584,6.8419e-05,6.8419e-05,6.8419e-05
321,39384.5,0.26786,0.24501,0.03439,0.95499,0.90965,0.93974,0.85883,0.20131,0.23776,0.02613,6.832e-05,6.832e-05,6.832e-05
322,39504.9,0.26268,0.24724,0.03328,0.9571,0.90848,0.93985,0.85885,0.20048,0.23782,0.02571,6.8221e-05,6.8221e-05,6.8221e-05
323,39627,0.26322,0.24558,0.03408,0.95705,0.90867,0.93968,0.85898,0.20122,0.23737,0.02598,6.8122e-05,6.8122e-05,6.8122e-05
324,39747.3,0.26198,0.24596,0.03344,0.9584,0.90669,0.93974,0.85908,0.20149,0.23715,0.02612,6.8023e-05,6.8023e-05,6.8023e-05
325,39867.6,0.26897,0.246,0.03504,0.95734,0.90733,0.93927,0.85925,0.20203,0.23697,0.02611,6.7924e-05,6.7924e-05,6.7924e-05
326,39989.9,0.27191,0.24628,0.03649,0.95754,0.908,0.93977,0.85906,0.20223,0.23716,0.02638,6.7825e-05,6.7825e-05,6.7825e-05
327,40108.4,0.27222,0.24686,0.03647,0.95781,0.90712,0.93928,0.85925,0.20197,0.23666,0.02648,6.7726e-05,6.7726e-05,6.7726e-05
328,40228,0.26682,0.24537,0.03494,0.95714,0.9071,0.93958,0.85942,0.20115,0.2366,0.02597,6.7627e-05,6.7627e-05,6.7627e-05
329,40349.5,0.26718,0.2447,0.03439,0.95846,0.90666,0.93979,0.85977,0.20022,0.23698,0.02582,6.7528e-05,6.7528e-05,6.7528e-05
330,40468.6,0.27162,0.24732,0.03565,0.95649,0.90762,0.93921,0.85969,0.20002,0.23708,0.02556,6.7429e-05,6.7429e-05,6.7429e-05
331,40589.5,0.26239,0.2454,0.03371,0.95755,0.90739,0.93947,0.85975,0.20032,0.23693,0.02583,6.733e-05,6.733e-05,6.733e-05
332,40712.5,0.2652,0.24571,0.03384,0.95692,0.90858,0.94011,0.85994,0.20002,0.23731,0.02594,6.7231e-05,6.7231e-05,6.7231e-05
333,40836.6,0.2625,0.24499,0.0335,0.95794,0.90702,0.93972,0.85967,0.20108,0.23653,0.02613,6.7132e-05,6.7132e-05,6.7132e-05
334,40958,0.25927,0.24871,0.03291,0.95786,0.90679,0.94004,0.85991,0.2004,0.23707,0.02601,6.7033e-05,6.7033e-05,6.7033e-05
335,41080.6,0.26911,0.24723,0.03452,0.95714,0.90635,0.93974,0.85956,0.20026,0.23713,0.02568,6.6934e-05,6.6934e-05,6.6934e-05
336,41202.4,0.26099,0.24471,0.0333,0.95735,0.90549,0.93944,0.85931,0.20154,0.23686,0.02599,6.6835e-05,6.6835e-05,6.6835e-05
337,41324.8,0.26029,0.24576,0.03303,0.95728,0.90596,0.93896,0.85926,0.20138,0.23678,0.02649,6.6736e-05,6.6736e-05,6.6736e-05
338,41443.1,0.25692,0.24562,0.0315,0.9566,0.90717,0.93888,0.85933,0.20235,0.23638,0.02645,6.6637e-05,6.6637e-05,6.6637e-05
